carbon_percent,chromium_percent,manganese_percent,silicon_percent,nickel_percent,cobalt_percent,molybdenum_percent,tungsten_percent,niobium_percent,aluminium_percent,phosphorous_percent,copper_percent,titanium_percent,tantalum_percent,hafnium_percent,rhenium_percent,vanadium_percent,boron_percent,nitrogen_percent,oxygen_percent,sulphur_percent,yield_strength,uts,elongation,reduction_area
0.15,9.98,0.41,0.06,0.31,2.95,1.27,0.458,0.062,0.013,0.001,0.026,0,0.355,0,0,0.208,0.0075,0.0221,0.072,0.0039,637.77,717.06,20,71
0.15,9.98,0.41,0.06,0.31,2.95,1.27,0.458,0.062,0.013,0.001,0.026,0,0.355,0,0,0.208,0.0075,0.0221,0.072,0.0039,589.5,668.79,24,75
0.15,9.98,0.41,0.06,0.31,2.95,1.27,0.458,0.062,0.013,0.001,0.026,0,0.355,0,0,0.208,0.0075,0.0221,0.072,0.0039,481,554,32,80
0.15,9.98,0.41,0.06,0.31,2.95,1.27,0.458,0.062,0.013,0.001,0.026,0,0.355,0,0,0.208,0.0075,0.0221,0.072,0.0039,401,462,35,85
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,844,996,21,63
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,772.21,889.42,18,67
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,744.63,848.06,15,64
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,717.06,813.58,16,64
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,637.77,723.95,20,72
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,575.71,651.55,23,75
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,474,546,31,78
0.15,9.97,0.4,0.05,0.31,0.74,1.27,0.468,0.061,0.013,0.001,0.027,0,0.361,0,0,0.21,0.0075,0.0238,0.0074,0.0036,385,446,34,86
0.15,9.89,0.42,0.09,0.27,1.46,0.5,0.515,0.054,0.011,0.001,0.295,0,0.233,0,0,0.206,0.0113,0.0221,0.005,0.005,823,972,23,61
0.15,9.89,0.42,0.09,0.27,1.46,0.5,0.515,0.054,0.011,0.001,0.295,0,0.233,0,0,0.206,0.0113,0.0221,0.005,0.005,767,879,21,67
0.15,9.89,0.42,0.09,0.27,1.46,0.5,0.515,0.054,0.011,0.001,0.295,0,0.233,0,0,0.206,0.0113,0.0221,0.005,0.005,721,813,18,60
0.15,9.89,0.42,0.09,0.27,1.46,0.5,0.515,0.054,0.011,0.001,0.295,0,0.233,0,0,0.206,0.0113,0.0221,0.005,0.005,617,688,25,69
0.15,9.89,0.42,0.09,0.27,1.46,0.5,0.515,0.054,0.011,0.001,0.295,0,0.233,0,0,0.206,0.0113,0.0221,0.005,0.005,463,525,31,79
0.15,9.89,0.42,0.09,0.27,1.46,0.5,0.515,0.054,0.011,0.001,0.295,0,0.233,0,0,0.206,0.0113,0.0221,0.005,0.005,383,442,35,81
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,827,974,23,63
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,768,880,21,66
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,720,811,18,61
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,703,786,17.54,60
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,614,691,25,68
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,546,609,29.28,73
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,466,531,36,79
0.15,9.87,0.41,0.09,0.27,1.47,0.51,0.511,0.055,0.017,0.001,0.003,0,0.274,0,0.1,0.205,0.0106,0.0236,0.0027,0.0059,378,448,32,79
0.15,9.85,0.47,0.1,0.27,1.46,1.26,0.484,0.057,0.011,0.001,0.294,0,0.28,0,0,0.208,0.0104,0.0239,0.0032,0.0056,843,994,23,59
0.15,9.85,0.47,0.1,0.27,1.46,1.26,0.484,0.057,0.011,0.001,0.294,0,0.28,0,0,0.208,0.0104,0.0239,0.0032,0.0056,767,886,19,62
0.15,9.85,0.47,0.1,0.27,1.46,1.26,0.484,0.057,0.011,0.001,0.294,0,0.28,0,0,0.208,0.0104,0.0239,0.0032,0.0056,739,843,15,59
0.15,9.85,0.47,0.1,0.27,1.46,1.26,0.484,0.057,0.011,0.001,0.294,0,0.28,0,0,0.208,0.0104,0.0239,0.0032,0.0056,706,804,17,57
0.15,9.85,0.47,0.1,0.27,1.46,1.26,0.484,0.057,0.011,0.001,0.294,0,0.28,0,0,0.208,0.0104,0.0239,0.0032,0.0056,630,713,22,65
0.15,9.85,0.47,0.1,0.27,1.46,1.26,0.484,0.057,0.011,0.001,0.294,0,0.28,0,0,0.208,0.0104,0.0239,0.0032,0.0056,474,547,36,78
0.15,9.85,0.47,0.1,0.27,1.46,1.26,0.484,0.057,0.011,0.001,0.294,0,0.28,0,0,0.208,0.0104,0.0239,0.0032,0.0056,384,452,37,84
0.15,9.11,0.41,0.08,0.27,1.47,1.37,0.476,0.056,0.014,0.001,0.033,0,0.346,0,0,0.206,0.0085,0.0226,0.0028,0.0059,814,962,26,66
0.15,9.11,0.41,0.08,0.27,1.47,1.37,0.476,0.056,0.014,0.001,0.033,0,0.346,0,0,0.206,0.0085,0.0226,0.0028,0.0059,446,535,40,75
0.15,9.11,0.41,0.08,0.27,1.47,1.37,0.476,0.056,0.014,0.001,0.033,0,0.346,0,0,0.206,0.0085,0.0226,0.0028,0.0059,373,443,40,82
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,829,986,22,56
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,794,940,18,56
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,777,914,21,59
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,764,892,16,51
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,747,860,20,53
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,740,852,16,56
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,727,830,16,52
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,704,800,19,56
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,675,766,19,61
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,621,705,23,70
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,558,628,26,66
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,476,541,45,81
0.15,9.09,0.51,0.23,0.19,2.94,0.1,2.914,0.062,0.014,0.001,0.003,0,0.01,0,0,0.202,0.0104,0.0193,0.0027,0.0059,384,452,32,80
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,811,968,23,59
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,781,924,17.462,50
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,765,900,21,60
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,746,878,18.695,58
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,731,853,20,56
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,727,838,15.712,57
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,708,815,16.309,54
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,689,791,19,58
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,656,753,19.173,61
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,618,700,22.355,69
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,546,614,28,73
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,472,539,34,76
0.15,9.09,0.51,0.26,0.18,2.93,0.1,2.894,0.065,0.014,0.001,0.003,0,0.003,0,0,0.208,0.0121,0.023,0.0021,0.0067,383,445,43,79
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,825,984,24,60
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,793,936,19.3,61
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,774,907,22,65
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,759,884,17.7,58
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,738,855,20,60
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,733,843,16.9,58
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,723,825,16.6,59
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,697,797,19,58
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,673,764,18.8,64
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,620,703,22.1,68
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,546,624,28,73
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,465,538,34,74
0.15,9.08,0.51,0.24,0.18,2.93,0.1,2.897,0.063,0.016,0.001,0.032,0,0.349,0,0,0.203,0.0101,0.0222,0.0022,0.006,380,445,38,82
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,846.49,999.3,20.2,65.2
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,808,946,18,64
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,774,890,19,67
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,749,854,17,66
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,726,814,17,64
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,644,726,21,70
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,482,554,33,79
0.15,9.96,0.41,0.07,0.31,1.47,1.26,0.484,0.056,0.013,0.001,0,0,0,0,0,0.202,0.0092,0.0222,0.0066,0.0038,388,459,34,84
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,526.9,697.3,27,71
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,481,609,22,74
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,461,571,23,71
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,440,545,19,69
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,406,483,27,71
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,361,419,30,81
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,298,350,36,87
0.1,9.12,0.45,0.1,0.46,0.01,0.46,1.85,0.08,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0,0.042,0.0114,0.0044,218,276,43,89
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,538.27,727.6,28,70
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,487,631,23,75
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,472,594,22,74
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,450,565,20,71
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,410,495,27,80
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,368,431,33,84
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,304,359,40,90
0.13,9.65,0.46,0.08,0.46,0.01,0.45,1.8,0.07,0.01,0.001,0.003,0.001,0.002,0,0,0.2,0.0007,0.0333,0.0089,0.0039,222,279,46,91
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,518.24,689.9,28,71
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,471,608,24,73
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,459,582,22,70
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,435,563,21,67
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,386,475,31,78
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,350,409,36,83
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,273,330,45,89
0.08,8.7,0.45,0.42,0.46,0.01,0.46,1.81,0.07,0.01,0.001,0.003,0.004,0.006,0,0,0.2,0.0036,0.0761,0.0061,0.0042,182,249,57,92
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,829,988,19.8,53.2
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,791,939,18.97,55
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,778,917,18.62,57
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,757,889,18,56
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,751,870,16.31,61
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,734,845,17.18,57
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,722,828,15.63,57
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,704,805,16,54
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,672,765,21.04,62
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,638,705,23,69
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,562,630,28,74
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,479,540,31,81
0.15,9.6,0.5,0.2,0.17,2.95,0.1,2.89,0.06,0.01,0.001,0.003,0.001,0.01,0,0,0.2,0.01,0.0207,0.0066,0.0038,402,457,33,84
0.11,10.08,0.48,0.24,0.07,2.93,0.01,0.0247,0.0533,0.0133,0.001,0.0031,0.0946,0.003,0,0,0.208,0.01,0.0111,0.0092,0.006,671.8,785.3,25.6,72
0.11,10.08,0.48,0.24,0.07,2.93,0.01,0.0247,0.0533,0.0133,0.001,0.0031,0.0946,0.003,0,0,0.208,0.01,0.0111,0.0092,0.006,611,695,20.72,69
0.11,10.08,0.48,0.24,0.07,2.93,0.01,0.0247,0.0533,0.0133,0.001,0.0031,0.0946,0.003,0,0,0.208,0.01,0.0111,0.0092,0.006,596,662,20.72,73
0.11,10.08,0.48,0.24,0.07,2.93,0.01,0.0247,0.0533,0.0133,0.001,0.0031,0.0946,0.003,0,0,0.208,0.01,0.0111,0.0092,0.006,557,610,18.74,73
0.11,10.08,0.48,0.24,0.07,2.93,0.01,0.0247,0.0533,0.0133,0.001,0.0031,0.0946,0.003,0,0,0.208,0.01,0.0111,0.0092,0.006,476,522,27.68,82
0.11,10.08,0.48,0.24,0.07,2.93,0.01,0.0247,0.0533,0.0133,0.001,0.0031,0.0946,0.003,0,0,0.208,0.01,0.0111,0.0092,0.006,288.27,348.6,32,88.6
0.11,10.08,0.48,0.24,0.07,2.93,0.01,0.0247,0.0533,0.0133,0.001,0.0031,0.0946,0.003,0,0,0.208,0.01,0.0111,0.0092,0.006,206.68,275,40.6,91.1
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,797.24,1138,17.6,51.8
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,765.32,1096.27,15,47
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,744.63,1165.21,17,43
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,805,1173,15,35
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,765.32,1144.53,17,39
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,703.27,1048,19,56
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,749,1050,19,49
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,637.77,903.32,19,56
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,408,484,28,79
0.1,10.08,0.49,0.26,0.06,0.01,1.53,0.01,0.0571,0.0125,0.001,0.003,0.0968,0.001,0,0,0.0207,0.01,0.0096,0.0072,0.006,224,306,51,88
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,840.93,1177.2,20,56.1
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,779.11,1130.74,13,35
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,792.9,1199.69,14,34
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,737.74,1179,16,30
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,833,1185,17,16
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,723.95,1082.48,18,46
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,644.66,917,17,59
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,546,688,22,70
0.11,10.1,0.5,0.27,0.07,0.01,1.51,0.01,0.0563,0.0118,0.001,0.003,0.0965,0.0033,0,0,0.202,0.01,0.0069,0.0045,0.005,166,269,58,92
0.15,10.12,0.5,0.27,0.08,2.9,0.02,0.0214,0.0553,0.014,0.001,0.003,0.1025,0.001,0,0,0.206,0.01,0.0165,0.0036,0.006,672.67,813.3,22.8,68.1
0.15,10.12,0.5,0.27,0.08,2.9,0.02,0.0214,0.0553,0.014,0.001,0.003,0.1025,0.001,0,0,0.206,0.01,0.0165,0.0036,0.006,1010.3,1389,17.4,53.5
0.15,10.12,0.5,0.27,0.08,2.9,0.02,0.0214,0.0553,0.014,0.001,0.003,0.1025,0.001,0,0,0.206,0.01,0.0165,0.0036,0.006,923.9,1358.27,14,52
0.15,10.12,0.5,0.27,0.08,2.9,0.02,0.0214,0.0553,0.014,0.001,0.003,0.1025,0.001,0,0,0.206,0.01,0.0165,0.0036,0.006,944.58,1441,17,49
